14/10/2020 09:44:51;-35,10000;70,20000;0,40000;26
14/10/2020 09:44:51;-37,10000;44,60000;3,20000;28
14/10/2020 09:44:51;6,80000;124,90000;-4,40000;30
14/10/2020 09:44:51;-40,50000;60,40000;2,00000;32
14/10/2020 09:44:51;-32,60000;76,10000;-2,00000;34
14/10/2020 09:44:51;-48,50000;67,70000;-3,00000;35
14/10/2020 09:44:51;-15,10000;-2322,00000;1,60000;36
14/10/2020 09:44:51;-41,30000;57,40000;-3,20000;98
14/10/2020 09:44:51;-36,50000;-18,00000;10,40000;99
14/10/2020 09:44:51;-5,00000;79,60000;-9,10000;100
14/10/2020 09:44:51;7,70000;75,50000;-5,10000;101
14/10/2020 09:44:52;-14,60000;41,80000;2,00000;102
14/10/2020 09:44:52;-60,60000;-13,50000;1,60000;103
14/10/2020 09:44:52;-8,50000;86,10000;-8,00000;104
14/10/2020 09:44:52;-4,80000;110,70000;-7,00000;105
14/10/2020 09:44:52;-21,30000;23,30000;1,60000;106
14/10/2020 09:44:52;7,40000;108,30000;-8,30000;107
14/10/2020 09:44:52;23,80000;107,30000;-4,80000;108
14/10/2020 09:44:52;25,70000;135,50000;-11,50000;109
14/10/2020 09:44:53;63,40000;149,89999;-15,50000;110
14/10/2020 09:44:53;47,70000;119,50000;-11,70000;111
14/10/2020 09:44:53;-22,40000;82,70000;-8,60000;112
14/10/2020 09:44:53;-3,40000;90,00000;-5,50000;113
14/10/2020 09:44:53;-7,90000;80,80000;0,70000;114
14/10/2020 09:44:53;-9,00000;42,50000;-4,30000;115
14/10/2020 09:44:53;8,90000;68,10000;-4,20000;116
14/10/2020 09:44:53;-12,60000;53,10000;-3,60000;117
14/10/2020 09:44:54;-30,70000;16,20000;-0,20000;118
14/10/2020 09:44:54;-7,20000;44,60000;-3,90000;119
14/10/2020 09:44:54;-0,50000;76,50000;-6,10000;120
14/10/2020 09:44:54;4,80000;60,80000;-6,20000;121
14/10/2020 09:44:54;8,20000;114,80000;-10,30000;122
14/10/2020 09:44:54;11,20000;50,10000;-5,10000;123
14/10/2020 09:44:54;15,20000;54,50000;-6,60000;124
14/10/2020 09:44:54;-38,40000;-11,40000;4,60000;125
14/10/2020 09:44:55;16,00000;80,10000;-2,80000;126
14/10/2020 09:44:55;-6,20000;77,80000;-4,00000;127
14/10/2020 09:44:55;12,40000;123,20000;-5,90000;128
14/10/2020 09:44:55;-64,10000;1,80000;10,30000;129
14/10/2020 09:44:55;28,90000;148,80000;-12,30000;130
14/10/2020 09:44:55;-6,20000;83,00000;-5,40000;131
14/10/2020 09:44:55;-32,30000;68,00000;-4,30000;132
14/10/2020 09:44:55;4,70000;79,80000;-3,10000;133
14/10/2020 09:44:56;-0,50000;69,30000;-6,60000;134
14/10/2020 09:44:56;7,60000;52,10000;-6,30000;135
14/10/2020 09:44:56;-18,90000;81,40000;-4,20000;136
14/10/2020 09:44:56;37,80000;96,30000;-11,80000;137
14/10/2020 09:44:56;-20,50000;49,20000;-4,60000;138
14/10/2020 09:44:56;16,60000;81,40000;-8,90000;139
14/10/2020 09:44:56;44,40000;95,30000;-11,30000;140
14/10/2020 09:44:56;-6,30000;6,10000;0,00000;141
14/10/2020 09:44:57;4,60000;28,30000;-3,50000;142
14/10/2020 09:44:57;-5,60000;24,20000;-1,30000;143
14/10/2020 09:44:57;-4,40000;49,80000;-4,30000;144
14/10/2020 09:44:57;-17,90000;35,60000;-1,00000;145
14/10/2020 09:44:57;-0,10000;44,20000;2,50000;146
14/10/2020 09:44:57;-17,10000;80,20000;-8,50000;147
14/10/2020 09:44:57;0,50000;61,70000;0,60000;148
14/10/2020 09:44:57;-14,70000;94,60000;-1,10000;149
14/10/2020 09:44:58;-13,40000;45,90000;-0,60000;150
14/10/2020 09:44:58;4,00000;90,40000;1,60000;151
14/10/2020 09:44:58;-14,80000;82,80000;-3,90000;152
14/10/2020 09:44:58;3,20000;42,20000;4,50000;153
14/10/2020 09:44:58;-19,10000;129,20000;-7,90000;154
14/10/2020 09:44:58;24,80000;57,80000;0,20000;155
14/10/2020 09:44:58;17,00000;78,10000;-2,50000;156
14/10/2020 09:44:58;4,70000;61,00000;-2,30000;157
14/10/2020 09:44:59;15,50000;115,20000;-5,70000;158
14/10/2020 09:44:59;4,70000;74,00000;-0,90000;159
14/10/2020 09:44:59;-28,90000;41,90000;-3,50000;160
14/10/2020 09:44:59;29,30000;55,30000;-2,50000;161
14/10/2020 09:44:59;-62,30000;30,60000;-7,40000;162
14/10/2020 09:44:59;-4,60000;23,30000;0,60000;163
14/10/2020 09:44:59;-42,20000;31,20000;-5,90000;164
14/10/2020 09:44:59;13,30000;28,70000;0,30000;165
14/10/2020 09:45:00;-36,90000;87,40000;-14,40000;166
14/10/2020 09:45:00;-82,40000;34,10000;-5,50000;167
14/10/2020 09:45:00;31,80000;67,30000;1,60000;168
14/10/2020 09:45:00;2,30000;57,50000;-1,30000;169
14/10/2020 09:45:00;53,30000;135,39999;-1,90000;170
14/10/2020 09:45:00;-20,50000;69,90000;-2,20000;171
14/10/2020 09:45:00;56,90000;134,70000;-1,00000;172
14/10/2020 09:45:00;-26,20000;81,20000;-10,90000;173
14/10/2020 09:45:01;8,60000;142,70000;-12,50000;174
14/10/2020 09:45:01;67,70000;123,70000;1,20000;175
14/10/2020 09:45:01;-8,10000;84,30000;-2,30000;176
14/10/2020 09:45:01;-51,90000;92,60000;-9,80000;177
14/10/2020 09:45:01;7,40000;36,10000;0,10000;178
14/10/2020 09:45:01;23,80000;58,20000;-4,80000;179
14/10/2020 09:45:01;5,60000;42,20000;-0,50000;180
14/10/2020 09:45:01;21,60000;37,10000;-1,20000;181
14/10/2020 09:45:02;16,50000;41,20000;-6,10000;182
14/10/2020 09:45:02;46,00000;97,70000;-13,70000;183
14/10/2020 09:45:02;11,20000;34,30000;-3,80000;184
14/10/2020 09:45:02;-6,50000;15,90000;-3,10000;185
14/10/2020 09:45:02;20,00000;84,80000;-6,00000;186
14/10/2020 09:45:02;-4,40000;63,10000;-4,70000;187
14/10/2020 09:45:02;17,50000;34,70000;0,10000;188
14/10/2020 09:45:02;-14,80000;83,20000;-9,10000;189
14/10/2020 09:45:03;26,20000;71,10000;-7,30000;190
14/10/2020 09:45:03;1,40000;106,80000;-12,60000;191
14/10/2020 09:45:03;0,70000;48,50000;-2,90000;192
14/10/2020 09:45:03;25,50000;117,20000;-12,00000;193
14/10/2020 09:45:03;-29,10000;56,00000;-2,70000;194
14/10/2020 09:45:03;37,10000;108,60000;-12,10000;195
14/10/2020 09:45:03;-18,20000;34,30000;0,60000;196
14/10/2020 09:45:03;31,90000;91,30000;-13,20000;197
14/10/2020 09:45:04;11,70000;88,00000;-4,90000;198
14/10/2020 09:45:04;37,30000;84,30000;-9,40000;199
14/10/2020 09:45:04;45,80000;88,50000;-9,70000;200
14/10/2020 09:45:04;-3,40000;35,40000;-2,30000;201
14/10/2020 09:45:04;-0,70000;52,40000;-5,20000;202
14/10/2020 09:45:04;5,80000;81,10000;-6,60000;203
14/10/2020 09:45:04;23,30000;87,70000;-6,20000;204
14/10/2020 09:45:04;21,30000;68,70000;-2,90000;205
14/10/2020 09:45:05;-4,70000;55,60000;-0,10000;206
14/10/2020 09:45:05;-39,00000;-13,00000;5,30000;207
14/10/2020 09:45:05;-47,70000;-26,60000;8,10000;208
14/10/2020 09:45:05;-37,70000;-29,90000;6,20000;209
14/10/2020 09:45:05;39,90000;89,90000;-12,50000;210
14/10/2020 09:45:05;-11,00000;19,60000;-2,30000;211
14/10/2020 09:45:05;14,80000;67,30000;-8,10000;212
14/10/2020 09:45:05;-1,00000;26,10000;-1,10000;213
14/10/2020 09:45:06;4,60000;81,80000;-11,50000;214
